CD_SETOR,CD_MUN,NM_MUN,AREA_KM2,count_total,count_tag_pois,count_name_pois,count_drone_named,sample_poi_names
420120805000004,4201208,Antônio Carlos,31.072745925902492,1,1,0,0,Pousada Verde Ambiente
420120805000005,4201208,Antônio Carlos,14.714690078271778,1,1,0,0,Hotel-Fazenda Ipê
420120805000006,4201208,Antônio Carlos,10.058637573156027,0,0,0,0,
420120805000007,4201208,Antônio Carlos,16.893120637611688,0,0,0,0,
420120805000008,4201208,Antônio Carlos,21.696465580728074,0,0,0,0,
420120805000009,4201208,Antônio Carlos,3.236803653889676,0,0,0,0,
420120805000010,4201208,Antônio Carlos,0.733070359430805,0,0,0,0,
420120805000011,4201208,Antônio Carlos,0.638843817659463,0,0,0,0,
420120805000012,4201208,Antônio Carlos,3.880734839955398,0,0,0,0,
420120805000013,4201208,Antônio Carlos,2.54612361949211,0,0,0,0,
420120805000014,4201208,Antônio Carlos,54.3372459229162,0,0,0,0,
420120805000015,4201208,Antônio Carlos,37.967128762147325,0,0,0,0,
420120805000016,4201208,Antônio Carlos,0.68453638417636,0,0,0,0,
420120805000017,4201208,Antônio Carlos,1.119828478555005,0,0,0,0,
420120805000018,4201208,Antônio Carlos,0.69206425736715,0,0,0,0,
420120805000020,4201208,Antônio Carlos,1.516986891147997,0,0,0,0,
420120805000021,4201208,Antônio Carlos,0.860512228472308,0,0,0,0,
420125705000001,4201257,Apiúna,0.575245991787193,0,0,0,0,
420125705000002,4201257,Apiúna,0.58940939454939,2,2,0,0,Hotel Lange;Hotel Dois Bernardi
420125705000003,4201257,Apiúna,0.474836259553308,0,0,0,0,
420125705000004,4201257,Apiúna,1.188558638858798,0,0,0,0,
420125705000005,4201257,Apiúna,2.065934266622288,0,0,0,0,
420125705000007,4201257,Apiúna,32.50596790814649,0,0,0,0,
420125705000008,4201257,Apiúna,47.21690840577333,0,0,0,0,
420125705000009,4201257,Apiúna,52.62967377993399,0,0,0,0,
420125705000010,4201257,Apiúna,69.63677191433133,0,0,0,0,
420125705000011,4201257,Apiúna,27.069175875178626,0,0,0,0,
420125705000012,4201257,Apiúna,16.603037502437545,0,0,0,0,
420125705000013,4201257,Apiúna,13.50972380677248,0,0,0,0,
420125705000014,4201257,Apiúna,30.646250981930294,0,0,0,0,
420125705000015,4201257,Apiúna,43.98412916006528,0,0,0,0,
420125705000016,4201257,Apiúna,3.143489574318535,0,0,0,0,
420125705000017,4201257,Apiúna,5.77871133046322,0,0,0,0,
420125705000018,4201257,Apiúna,98.17258429718895,0,0,0,0,
420125705000019,4201257,Apiúna,1.857075912074325,0,0,0,0,
420125705000020,4201257,Apiúna,3.292081980721571,0,0,0,0,
420125705000021,4201257,Apiúna,0.521209051400752,1,1,0,0,Mecânica Irmãos Cé
420125705000022,4201257,Apiúna,26.46722023941977,0,0,0,0,
420125705000023,4201257,Apiúna,15.5622511299486,0,0,0,0,
420127305000001,4201273,Arabutã,0.418669124996813,0,0,0,0,
420127305000002,4201273,Arabutã,17.438810937651894,0,0,0,0,
420127305000003,4201273,Arabutã,15.612108076189596,0,0,0,0,
420127305000004,4201273,Arabutã,16.681831569610427,0,0,0,0,
420127305000006,4201273,Arabutã,15.655768274378987,0,0,0,0,
420127305000007,4201273,Arabutã,1.459761846616747,0,0,0,0,
420127305000009,4201273,Arabutã,0.751658065763004,0,0,0,0,
420127310000001,4201273,Arabutã,0.393843527276919,0,0,0,0,
420127310000003,4201273,Arabutã,23.393407642354372,0,0,0,0,
420127310000004,4201273,Arabutã,23.747963243557265,0,0,0,0,
420127310000006,4201273,Arabutã,17.225647250422245,0,0,0,0,
420130705000003,4201307,Araquari,4.901937802547017,0,0,0,0,
420130705000004,4201307,Araquari,0.309040350086443,0,0,0,0,
420130705000005,4201307,Araquari,0.043353596324368,0,0,0,0,
420130705000006,4201307,Araquari,0.702813593802896,0,0,0,0,
420130705000009,4201307,Araquari,1.532867106755376,0,0,0,0,
420130705000010,4201307,Araquari,0.247437287857069,0,0,0,0,
420130705000013,4201307,Araquari,0.41943919610508,0,0,0,0,
420130705000014,4201307,Araquari,0.257263936122121,0,0,0,0,
420130705000016,4201307,Araquari,0.529763275055345,0,0,0,0,
420130705000022,4201307,Araquari,0.434169584514595,0,0,0,0,
420130705000024,4201307,Araquari,3.466686726436299,1,1,0,0,Hotel 101
420130705000025,4201307,Araquari,18.39406967598535,0,0,0,0,
420130705000027,4201307,Araquari,0.050967870695664,0,0,0,0,
420130705000028,4201307,Araquari,34.12102766805401,0,0,0,0,
420130705000031,4201307,Araquari,0.050832648254859,0,0,0,0,
420130705000033,4201307,Araquari,0.987581537928477,1,1,0,0,Hotel Zanella Jasper
420130705000035,4201307,Araquari,0.681336070473314,0,0,0,0,
420130705000036,4201307,Araquari,0.10010097629022,0,0,0,0,
420130705000040,4201307,Araquari,2.892996691763083,0,0,0,0,
420130705000043,4201307,Araquari,1.365676414727423,0,0,0,0,
420130705000044,4201307,Araquari,0.232151838890279,0,0,0,0,
420130705000053,4201307,Araquari,11.438947916485322,0,0,0,0,
420130705000057,4201307,Araquari,7.755219787054206,0,0,0,0,
420130705000060,4201307,Araquari,5.143748419105003,0,0,0,0,
420130705000063,4201307,Araquari,3.604390197029873,0,0,0,0,
420130705000064,4201307,Araquari,0.114671266689298,0,0,0,0,
420130705000065,4201307,Araquari,0.01543857912815,0,0,0,0,
420130705000067,4201307,Araquari,1.323346544154413,0,0,0,0,
420130705000068,4201307,Araquari,0.235724256378588,0,0,0,0,
420130705000069,4201307,Araquari,0.149367911832261,0,0,0,0,
420130705000073,4201307,Araquari,0.12210847360137,0,0,0,0,
420130705000074,4201307,Araquari,0.118560021518122,0,0,0,0,
420130705000078,4201307,Araquari,0.299844089221812,0,0,0,0,
420130705000079,4201307,Araquari,0.138066545537428,0,0,0,0,
